OBJECTID,GEOID,CNTY_FIPS,COUSUBFP,WARDID,WARD_FIPS,SUPERID,SUPER_FIPS,ALDERID,ALDER_FIPS,CNTY_NAME,MCD_NAME,MCD_FIPS,CONTACT,DATE_SUB,CTV,NOTES,SCHOOLID,DOA,DOR,DOT,FIPS6,FIPS5,FIPS_Place,Change,Date
1018,5507564775,55075,64775, , , , , , ,MARINETTE,POUND,5507564775,toestreich@marinettecounty.com,7/1/2016 3:32:30 PM,T, , ,38028,38028,38028,075090,64775,5507564775, ,
1019,5507573975,55075,73975, , , , , , ,MARINETTE,SILVER CLIFF,5507573975,toestreich@marinettecounty.com,7/1/2016 3:32:30 PM,T, , ,38030,38030,38030,075100,73975,5507573975, ,
1020,5507577000,55075,77000, , , , , , ,MARINETTE,STEPHENSON,5507577000,toestreich@marinettecounty.com,7/1/2016 3:32:30 PM,T, , ,38032,38032,38032,075105,77000,5507577000, ,
1021,5507583050,55075,83050, , , , , , ,MARINETTE,WAGNER,5507583050,toestreich@marinettecounty.com,7/1/2016 3:32:30 PM,T, , ,38034,38034,38034,075110,83050,5507583050, ,
1022,5507584525,55075,84525, , , , , , ,MARINETTE,Wausaukee,5507584525,toestreich@marinettecounty.com,7/1/2016 3:32:30 PM,V, , ,38191,38191,38191,075120,84525,5507584525, ,
1023,5507584550,55075,84550, , , , , , ,MARINETTE,WAUSAUKEE,5507584550,toestreich@marinettecounty.com,7/1/2016 3:32:30 PM,T, , ,38036,38036,38036,075115,84550,5507584550, ,
1024,5507711050,55077,11050, , , , , , ,MARQUETTE,BUFFALO,5507711050,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39002,39002,39002,077005,11050,5507711050, ,
1025,5507717900,55077,17900, , , , , , ,MARQUETTE,CRYSTAL LAKE,5507717900,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39004,39004,39004,077010,17900,5507717900, ,
1026,5507720525,55077,20525, , , , , , ,MARQUETTE,DOUGLAS,5507720525,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39006,39006,39006,077015,20525,5507720525, ,
1027,5507724075,55077,24075, , , , , , ,MARQUETTE,Endeavor,5507724075,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,V, , ,39121,39121,39121,077020,24075,5507724075, ,
1028,5507732775,55077,32775, , , , , , ,MARQUETTE,HARRIS,5507732775,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39008,39008,39008,077025,32775,5507732775, ,
1029,5507750350,55077,50350, , , , , , ,MARQUETTE,MECAN,5507750350,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39010,39010,39010,077030,50350,5507750350, ,
1030,5507753875,55077,53875, , , , , , ,MARQUETTE,Montello,5507753875,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,C,Assigned by LTSB, ,39251,39251,39251,077035,53875,5507753875, ,
1031,5507753900,55077,53900, , , , , , ,MARQUETTE,MONTELLO,5507753900,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39012,39012,39012,077040,53900,5507753900, ,
1032,5507754600,55077,54600, , , , , , ,MARQUETTE,MOUNDVILLE,5507754600,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39014,39014,39014,077045,54600,5507754600, ,
1033,5507756125,55077,56125, , , , , , ,MARQUETTE,Neshkoro,5507756125,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,V, , ,39161,39161,39161,077055,56125,5507756125, ,
1034,5507756150,55077,56150, , , , , , ,MARQUETTE,NESHKORO,5507756150,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39016,39016,39016,077050,56150,5507756150, ,
1035,5507757225,55077,57225, , , , , , ,MARQUETTE,NEWTON,5507757225,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39018,39018,39018,077060,57225,5507757225, ,
1036,5507760875,55077,60875, , , , , , ,MARQUETTE,Oxford,5507760875,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,V,Assigned by LTSB, ,39165,39165,39165,077070,60875,5507760875, ,
1037,5507760900,55077,60900, , , , , , ,MARQUETTE,OXFORD,5507760900,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39020,39020,39020,077065,60900,5507760900, ,
1038,5507760962,55077,60962, , , , , , ,MARQUETTE,PACKWAUKEE,5507760962,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39022,39022,39022,077075,60962,5507760962, ,
1039,5507773600,55077,73600, , , , , , ,MARQUETTE,SHIELDS,5507773600,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39024,39024,39024,077080,73600,5507773600, ,
1040,5507775925,55077,75925, , , , , , ,MARQUETTE,SPRINGFIELD,5507775925,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39026,39026,39026,077085,75925,5507775925, ,
1041,5507785575,55077,85575, , , , , , ,MARQUETTE,Westfield,5507785575,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,V,Assigned By LTSB, ,39191,39191,39191,077095,85575,5507785575, ,
1042,5507785600,55077,85600, , , , , , ,MARQUETTE,WESTFIELD,5507785600,jsmart@co.marquette.wi.us,7/14/2016 9:12:31 AM,T, , ,39028,39028,39028,077090,85600,5507785600, ,
1043,5507850975,55078,50975, , , , , , ,MENOMINEE,MENOMINEE,5507850975,Ryan.Squires@legis.wisconsin.gov,6/30/2016 2:23:54 PM,T, , ,40001,72001,72001,078006,50975,5507850975, ,
1044,5507905450,55079,05450, , , , , , ,MILWAUKEE,Bayside,5507905450,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41106,40106,40106,079005,5450,5507905450, ,
1045,5507910375,55079,10375, , , , , , ,MILWAUKEE,Brown Deer,5507910375,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41107,40107,40107,079010,10375,5507910375, ,
1046,5507917975,55079,17975, , , , , , ,MILWAUKEE,Cudahy,5507917975,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41211,40211,40211,079015,17975,5507917975, ,
1047,5507927075,55079,27075, , , , , , ,MILWAUKEE,Fox Point,5507927075,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41126,40126,40126,079020,27075,5507927075, ,
1048,5507927300,55079,27300, , , , , , ,MILWAUKEE,Franklin,5507927300,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41226,40226,40226,079025,27300,5507927300, ,
1049,5507929400,55079,29400, , , , , , ,MILWAUKEE,Glendale,5507929400,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41231,40231,40231,079030,29400,5507929400, ,
1050,5507931125,55079,31125, , , , , , ,MILWAUKEE,Greendale,5507931125,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41131,40131,40131,079035,31125,5507931125, ,
1051,5507931175,55079,31175, , , , , , ,MILWAUKEE,Greenfield,5507931175,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41236,40236,40236,079040,31175,5507931175, ,
1052,5507932075,55079,32075, , , , , , ,MILWAUKEE,Hales Corners,5507932075,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41136,40136,40136,079045,32075,5507932075, ,
1053,5507953000,55079,53000, , , , , , ,MILWAUKEE,Milwaukee,5507953000,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41251,40251,40251,079050,53000,5507953000, ,
1054,5507958800,55079,58800, , , , , , ,MILWAUKEE,Oak Creek,5507958800,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41265,40265,40265,079055,58800,5507958800, ,
1055,5507968325,55079,68325, , , , , , ,MILWAUKEE,River Hills,5507968325,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41176,40176,40176,079060,68325,5507968325, ,
1056,5507970650,55079,70650, , , , , , ,MILWAUKEE,St. Francis,5507970650,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41281,40281,40281,079065,70650,5507970650, ,
1057,5507973725,55079,73725, , , , , , ,MILWAUKEE,Shorewood,5507973725,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41181,40181,40181,079070,73725,5507973725, ,
1058,5507975125,55079,75125, , , , , , ,MILWAUKEE,South Milwaukee,5507975125,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41282,40282,40282,079075,75125,5507975125, ,
1059,5507984675,55079,84675, , , , , , ,MILWAUKEE,Wauwatosa,5507984675,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41291,40291,40291,079080,84675,5507984675, ,
1060,5507985300,55079,85300, , , , , , ,MILWAUKEE,West Allis,5507985300,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,C, , ,41292,40292,40292,079085,85300,5507985300, ,
1061,5507985875,55079,85875, , , , , , ,MILWAUKEE,West Milwaukee,5507985875,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41191,40191,40191,079090,85875,5507985875, ,
1062,5507986700,55079,86700, , , , , , ,MILWAUKEE,Whitefish Bay,5507986700,lee.frederick@milwaukeecountywi.gov,7/8/2016 10:12:50 AM,V, , ,41192,40192,40192,079095,86700,5507986700, ,
1063,5508100475,55081,00475, , , , , , ,MONROE,ADRIAN,5508100475,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42002,41002,41002,081005,475,5508100475, ,
1064,5508102025,55081,02025, , , , , , ,MONROE,ANGELO,5508102025,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42004,41004,41004,081010,2025,5508102025, ,
1065,5508111625,55081,11625, , , , , , ,MONROE,BYRON,5508111625,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42006,41006,41006,081015,11625,5508111625, ,
1066,5508112950,55081,12950, , , , , , ,MONROE,Cashton,5508112950,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42111,41111,41111,081020,12950,5508112950, ,
1067,5508115550,55081,15550, , , , , , ,MONROE,CLIFTON,5508115550,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42008,41008,41008,081025,15550,5508115550, ,
1068,5508129450,55081,29450, , , , , , ,MONROE,GLENDALE,5508129450,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42010,41010,41010,081030,29450,5508129450, ,
1069,5508130325,55081,30325, , , , , , ,MONROE,GRANT,5508130325,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42012,41012,41012,081035,30325,5508130325, ,
1070,5508131225,55081,31225, , , , , , ,MONROE,GREENFIELD,5508131225,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42014,41014,41014,081040,31225,5508131225, ,
1071,5508137950,55081,37950, , , , , , ,MONROE,JEFFERSON,5508137950,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42016,41016,41016,081045,37950,5508137950, ,
1072,5508139150,55081,39150, , , , , , ,MONROE,Kendall,5508139150,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42141,41141,41141,081050,39150,5508139150, ,
1073,5508140925,55081,40925, , , , , , ,MONROE,LAFAYETTE,5508140925,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42018,41018,41018,081055,40925,5508140925, ,
1074,5508141000,55081,41000, , , , , , ,MONROE,LA GRANGE,5508141000,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42020,41020,41020,081060,41000,5508141000, ,
1075,5508143475,55081,43475, , , , , , ,MONROE,LEON,5508143475,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42022,41022,41022,081065,43475,5508143475, ,
1076,5508144450,55081,44450, , , , , , ,MONROE,LINCOLN,5508144450,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42024,41024,41024,081070,44450,5508144450, ,
1077,5508144975,55081,44975, , , , , , ,MONROE,LITTLE FALLS,5508144975,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42026,41026,41026,081075,44975,5508144975, ,
1078,5508150800,55081,50800, , , , , , ,MONROE,Melvina,5508150800,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42151,41151,41151,081080,50800,5508150800, ,
1079,5508156950,55081,56950, , , , , , ,MONROE,NEW LYME,5508156950,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42028,41028,41028,081085,56950,5508156950, ,
1080,5508158575,55081,58575, , , , , , ,MONROE,Norwalk,5508158575,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42161,41161,41161,081090,58575,5508158575, ,
1081,5508158850,55081,58850, , , , , , ,MONROE,Oakdale,5508158850,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42165,41165,41165,081097,58850,5508158850,Added,1988-02-18T00:00:00.000Z
1082,5508158875,55081,58875, , , , , , ,MONROE,OAKDALE,5508158875,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42030,41030,41030,081095,58875,5508158875, ,
1083,5508160075,55081,60075, , , , , , ,MONROE,Ontario,5508160075,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42166,41166,41166, ,60075,5508160075,Added,2014-08-11T00:00:00.000Z
1084,5508164425,55081,64425, , , , , , ,MONROE,PORTLAND,5508164425,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42032,41032,41032,081100,64425,5508164425, ,
1085,5508167850,55081,67850, , , , , , ,MONROE,RIDGEVILLE,5508167850,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42034,41034,41034,081105,67850,5508167850, ,
1086,5508168900,55081,68900, , , , , , ,MONROE,Rockland,5508168900,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42176,41176,41176, ,68900,5508168900,Added,2013-08-06T00:00:00.000Z
1087,5508172325,55081,72325, , , , , , ,MONROE,SCOTT,5508172325,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42036,41036,41036,081110,72325,5508172325, ,
1088,5508173150,55081,73150, , , , , , ,MONROE,SHELDON,5508173150,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42038,41038,41038,081115,73150,5508173150, ,
1089,5508175325,55081,75325, , , , , , ,MONROE,Sparta,5508175325,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,C, , ,42281,41281,41281,081120,75325,5508175325, ,
1090,5508175350,55081,75350, , , , , , ,MONROE,SPARTA,5508175350,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42040,41040,41040,081125,75350,5508175350, ,
1091,5508180075,55081,80075, , , , , , ,MONROE,Tomah,5508180075,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,C, , ,42286,41286,41286,081130,80075,5508180075, ,
1092,5508180100,55081,80100, , , , , , ,MONROE,TOMAH,5508180100,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42042,41042,41042,081135,80100,5508180100, ,
1093,5508183450,55081,83450, , , , , , ,MONROE,Warrens,5508183450,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42185,41185,41185,081138,83450,5508183450, ,
1094,5508185125,55081,85125, , , , , , ,MONROE,WELLINGTON,5508185125,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42044,41044,41044,081140,85125,5508185125, ,
1095,5508185150,55081,85150, , , , , , ,MONROE,WELLS,5508185150,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42046,41046,41046,081145,85150,5508185150, ,
1096,5508187525,55081,87525, , , , , , ,MONROE,Wilton,5508187525,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42191,41191,41191,081155,87525,5508187525, ,
1097,5508187550,55081,87550, , , , , , ,MONROE,WILTON,5508187550,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,T, , ,42048,41048,41048,081150,87550,5508187550, ,
1098,5508189275,55081,89275, , , , , , ,MONROE,Wyeville,5508189275,jeremiah.erickson@co.monroe.wi.us,7/12/2016 2:55:21 PM,V, , ,42192,41192,41192,081160,89275,5508189275, ,
1099,5508300175,55083,00175, , , , , , ,OCONTO,ABRAMS,5508300175,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43002,42002,42002,083005,175,5508300175, ,
1100,5508304275,55083,04275, , , , , , ,OCONTO,BAGLEY,5508304275,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43006,42006,42006,083015,4275,5508304275, ,
1101,5508309375,55083,09375, , , , , , ,OCONTO,BRAZEAU,5508309375,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43008,42008,42008,083020,9375,5508309375, ,
1102,5508309425,55083,09425, , , , , , ,OCONTO,BREED,5508309425,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43010,42010,42010,083025,9425,5508309425, ,
1103,5508314125,55083,14125, , , , , , ,OCONTO,CHASE,5508314125,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43012,42012,42012,083030,14125,5508314125, ,
1104,5508320475,55083,20475, , , , , , ,OCONTO,DOTY,5508320475,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43014,42014,42014,083035,20475,5508320475, ,
1105,5508329050,55083,29050, , , , , , ,OCONTO,Gillett,5508329050,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,C, , ,43231,42231,42231,083040,29050,5508329050, ,
1106,5508329075,55083,29075, , , , , , ,OCONTO,GILLETT,5508329075,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43016,42016,42016,083045,29075,5508329075, ,
1107,5508335925,55083,35925, , , , , , ,OCONTO,HOW,5508335925,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43018,42018,42018,083050,35925,5508335925, ,
1108,5508342075,55083,42075, , , , , , ,OCONTO,LAKEWOOD,5508342075,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43019,42019,42019,083052,42075,5508342075, ,
1109,5508343325,55083,43325, , , , , , ,OCONTO,Lena,5508343325,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,V, , ,43146,42146,42146,083060,43325,5508343325, ,
1110,5508343350,55083,43350, , , , , , ,OCONTO,LENA,5508343350,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43020,42020,42020,083055,43350,5508343350, ,
1111,5508345175,55083,45175, , , , , , ,OCONTO,LITTLE RIVER,5508345175,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43022,42022,42022,083065,45175,5508345175, ,
1112,5508345275,55083,45275, , , , , , ,OCONTO,LITTLE SUAMICO,5508345275,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43024,42024,42024,083070,45275,5508345275, ,
1113,5508349000,55083,49000, , , , , , ,OCONTO,MAPLE VALLEY,5508349000,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43026,42026,42026,083075,49000,5508349000, ,
1114,5508354200,55083,54200, , , , , , ,OCONTO,MORGAN,5508354200,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43028,42028,42028,083080,54200,5508354200, ,
1115,5508354630,55083,54630, , , , , , ,OCONTO,MOUNTAIN,5508354630,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43029,42029,42029, ,54630,5508354630,Added,1997-08-02T00:00:00.000Z
1116,5508359350,55083,59350, , , , , , ,OCONTO,Oconto,5508359350,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,C, , ,43265,42265,42265,083085,59350,5508359350, ,
1117,5508359375,55083,59375, , , , , , ,OCONTO,OCONTO,5508359375,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43030,42030,42030,083090,59375,5508359375, ,
1118,5508359400,55083,59400, , , , , , ,OCONTO,Oconto Falls,5508359400,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,C, , ,43266,42266,42266,083095,59400,5508359400, ,
1119,5508359425,55083,59425, , , , , , ,OCONTO,OCONTO FALLS,5508359425,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43032,42032,42032,083100,59425,5508359425, ,
1120,5508361900,55083,61900, , , , , , ,OCONTO,PENSAUKEE,5508361900,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43034,42034,42034,083105,61900,5508361900, ,
1121,5508365675,55083,65675, , , , , , ,OCONTO,Pulaski,5508365675,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,V, , ,43171,42171,42171, ,65675,5508365675,Added,1990-08-06T00:00:00.000Z
1122,5508368400,55083,68400, , , , , , ,OCONTO,RIVERVIEW,5508368400,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43036,42036,42036,083110,68400,5508368400, ,
1123,5508376450,55083,76450, , , , , , ,OCONTO,SPRUCE,5508376450,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43038,42038,42038,083115,76450,5508376450, ,
1124,5508377300,55083,77300, , , , , , ,OCONTO,STILES,5508377300,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43040,42040,42040,083120,77300,5508377300, ,
1125,5508378725,55083,78725, , , , , , ,OCONTO,Suring,5508378725,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,V, , ,43181,42181,42181,083125,78725,5508378725, ,
1126,5508380325,55083,80325, , , , , , ,OCONTO,TOWNSEND,5508380325,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43042,42042,42042,083130,80325,5508380325, ,
1127,5508381475,55083,81475, , , , , , ,OCONTO,UNDERHILL,5508381475,kevin.dolata@co.oconto.wi.us,8/3/2016 11:59:47 AM,T, , ,43044,42044,42044,083135,81475,5508381475, ,
1128,5508513025,55085,13025, , , , , , ,ONEIDA,CASSIAN,5508513025,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44002,43002,43002,085005,13025,5508513025, ,
1129,5508517625,55085,17625, , , , , , ,ONEIDA,CRESCENT,5508517625,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44004,43004,43004,085010,17625,5508517625, ,
1130,5508524125,55085,24125, , , , , , ,ONEIDA,ENTERPRISE,5508524125,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44006,43006,43006,085015,24125,5508524125, ,
1131,5508533575,55085,33575, , , , , , ,ONEIDA,HAZELHURST,5508533575,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44008,43008,43008,085020,33575,5508533575, ,
1132,5508541887,55085,41887, , , , , , ,ONEIDA,LAKE TOMAHAWK,5508541887,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44010,43010,43010,085025,41887,5508541887, ,
1133,5508545150,55085,45150, , , , , , ,ONEIDA,LITTLE RICE,5508545150,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44012,43012,43012,085030,45150,5508545150, ,
1134,5508546650,55085,46650, , , , , , ,ONEIDA,LYNNE,5508546650,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44014,43014,43014,085035,46650,5508546650, ,
1135,5508553225,55085,53225, , , , , , ,ONEIDA,MINOCQUA,5508553225,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44016,43016,43016,085040,53225,5508553225, ,
1136,5508553662,55085,53662, , , , , , ,ONEIDA,MONICO,5508553662,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44018,43018,43018,085045,53662,5508553662, ,
1137,5508556425,55085,56425, , , , , , ,ONEIDA,NEWBOLD,5508556425,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44020,43020,43020,085050,56425,5508556425, ,
1138,5508557450,55085,57450, , , , , , ,ONEIDA,NOKOMIS,5508557450,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44022,43022,43022,085055,57450,5508557450, ,
1139,5508561625,55085,61625, , , , , , ,ONEIDA,PELICAN,5508561625,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44024,43024,43024,085060,61625,5508561625, ,
1140,5508562600,55085,62600, , , , , , ,ONEIDA,PIEHL,5508562600,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44026,43026,43026,085065,62600,5508562600, ,
1141,5508562925,55085,62925, , , , , , ,ONEIDA,PINE LAKE,5508562925,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44028,43028,43028,085070,62925,5508562925, ,
1142,5508567200,55085,67200, , , , , , ,ONEIDA,Rhinelander,5508567200,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,C, , ,44276,43276,43276,085075,67200,5508567200, ,
1143,5508572125,55085,72125, , , , , , ,ONEIDA,SCHOEPKE,5508572125,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44030,43030,43030,085080,72125,5508572125, ,
1144,5508576975,55085,76975, , , , , , ,ONEIDA,STELLA,5508576975,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44032,43032,43032,085085,76975,5508576975, ,
1145,5508578075,55085,78075, , , , , , ,ONEIDA,SUGAR CAMP,5508578075,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44034,43034,43034,085090,78075,5508578075, ,
1146,5508579700,55085,79700, , , , , , ,ONEIDA,THREE LAKES,5508579700,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44036,43036,43036,085095,79700,5508579700, ,
1147,5508588625,55085,88625, , , , , , ,ONEIDA,WOODBORO,5508588625,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44038,43038,43038,085100,88625,5508588625, ,
1148,5508588950,55085,88950, , , , , , ,ONEIDA,WOODRUFF,5508588950,ahilgendor@co.oneida.wi.us,7/5/2016 10:55:51 AM,T, , ,44040,43040,43040,085105,88950,5508588950, ,
1149,5508702375,55087,02375, , , , , , ,OUTAGAMIE,Appleton,5508702375,Luke.Behling@outagamie.org,7/6/2016 9:52:38 AM,C, , ,45201,44201,44201,087005,2375,5508702375, ,
1150,5508705575,55087,05575, , , , , , ,OUTAGAMIE,Bear Creek,5508705575,Luke.Behling@outagamie.org,7/6/2016 9:52:38 AM,V, , ,45106,44106,44106,087010,5575,5508705575, ,
1151,5508707725,55087,07725, , , , , , ,OUTAGAMIE,Black Creek,5508707725,Luke.Behling@outagamie.org,7/6/2016 9:52:38 AM,V, , ,45107,44107,44107,087020,7725,5508707725, ,
